Timestamp,Event,Instrument,Hit_Depth,Confidence
1765556531685,Hit,Boom,0,1.0
1765556533648,Hit,Kick,0,1.0
1765556533951,Hit,Kick,0,1.0
1765556534581,Hit,Kick,0,1.0
1765556537552,Hit,Kick,0,1.0
1765556538418,Hit,Boom,0,1.0
1765556538751,Hit,Boom,0,1.0
1765556539351,Hit,Boom,0,1.0
1765556539818,Hit,Boom,0,1.0
1765556546429,NoteOn,Piano_B,245.0,1.0
1765556547296,NoteOn,Piano_A,238.0,1.0
1765556547594,NoteOff,Piano_A,0,0
1765556548195,NoteOff,Piano_B,0,0
1765556548993,NoteOn,Piano_B,269.0,1.0
1765556549829,NoteOff,Piano_B,0,0
1765556551825,NoteOn,Piano_B,0.0,1.0
1765556552559,NoteOn,Piano_A,242.0,1.0
1765556553084,NoteOff,Piano_B,0,0
1765556553592,NoteOff,Piano_A,0,0
1765556553792,NoteOn,Piano_A,249.0,1.0
1765556553826,NoteOff,Piano_A,0,0
1765556554225,NoteOn,Piano_A,248.0,1.0
1765556559352,Hit,Boom,0,1.0
1765556560419,Hit,Boom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765556658060,NoteOn,Piano_B,226.0,1.0
1765556658728,NoteOn,Piano_A,233.0,1.0
1765556658860,NoteOff,Piano_A,0,0
1765556660358,NoteOff,Piano_B,0,0
1765556660724,NoteOn,Piano_B,230.0,1.0
1765556660858,NoteOff,Piano_B,0,0
1765556676157,NoteOn,Piano_A,0.0,1.0
1765556676293,NoteOff,Piano_A,0,0
1765556676632,NoteOn,Piano_B,0.0,1.0
1765556676858,NoteOff,Piano_B,0,0
1765556677692,NoteOn,Piano_B,0.0,1.0
1765556677732,NoteOff,Piano_B,0,0
1765556680791,NoteOn,Piano_G,0.0,1.0
1765556680825,NoteOff,Piano_G,0,0
1765556683209,NoteOn,Piano_B,266.0,1.0
1765556683344,NoteOff,Piano_B,0,0
1765556684400,NoteOn,Piano_A,270.0,1.0
1765556684665,NoteOff,Piano_A,0,0
1765556692936,NoteOn,Piano_A,0.0,1.0
1765556693335,NoteOff,Piano_A,0,0
1765556693736,NoteOn,Piano_A,231.0,1.0
1765556696933,NoteOff,Piano_A,0,0
1765556699770,NoteOn,Piano_B,258.0,1.0
1765556701287,NoteOff,Piano_B,0,0
1765556701938,NoteOn,Piano_B,258.0,1.0
1765556701987,NoteOff,Piano_B,0,0
1765556705727,NoteOn,Piano_B,258.0,1.0
1765556705995,NoteOff,Piano_B,0,0
1765556708725,NoteOn,Piano_B,215.0,1.0
1765556709193,NoteOff,Piano_B,0,0
1765556711522,NoteOn,Piano_A,234.0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765556738243,NoteOn,Piano_A,249.0,1.0
1765556738510,NoteOff,Piano_A,0,0
1765556739376,NoteOn,Piano_B,239.0,1.0
1765556739509,NoteOff,Piano_B,0,0
1765556739810,NoteOn,Piano_A,237.0,1.0
1765556740408,NoteOff,Piano_A,0,0
1765556740876,NoteOn,Piano_A,240.0,1.0
1765556747741,NoteOn,Piano_A,240.0,1.0
1765556747843,NoteOff,Piano_A,0,0
1765556748077,NoteOn,Piano_B,246.0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765556832357,NoteOn,Piano_A,246.0,1.0
1765556832549,NoteOff,Piano_A,0,0
1765556832805,NoteOn,Piano_B,250.0,1.0
1765556833646,NoteOff,Piano_B,0,0
1765556841503,NoteOn,Piano_A,296.0,1.0
1765556841837,NoteOff,Piano_A,0,0
1765556842770,NoteOn,Piano_B,314.0,1.0
1765556843303,NoteOff,Piano_B,0,0
1765556843704,NoteOn,Piano_B,0.0,1.0
1765556844670,NoteOff,Piano_B,0,0
1765556859285,NoteOn,Piano_B,351.0,1.0
1765556859354,NoteOff,Piano_B,0,0
1765556870278,NoteOn,Piano_B,367.0,1.0
1765556870377,NoteOff,Piano_B,0,0
1765556873741,NoteOn,Piano_B,374.0,1.0
1765556873842,NoteOff,Piano_B,0,0
1765556875474,NoteOn,Piano_B,0.0,1.0
1765556875540,NoteOff,Piano_B,0,0
1765556885800,NoteOn,Piano_B,250.0,1.0
1765556886299,NoteOff,Piano_B,0,0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765557033624,NoteOn,Piano_A,251.0,1.0
1765557034210,NoteOff,Piano_A,0,0
1765557038608,NoteOn,Piano_B,350.0,1.0
1765557038874,NoteOff,Piano_B,0,0
1765557045441,NoteOn,Piano_A,0.0,1.0
1765557046241,NoteOff,Piano_A,0,0
1765557046807,NoteOn,Piano_B,0.0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765557087250,NoteOn,Piano_A,414.0,1.0
1765557087317,NoteOff,Piano_A,0,0
1765557106880,NoteOn,Piano_B,499.0,1.0
1765557107381,NoteOff,Piano_B,0,0
1765557119745,NoteOn,Piano_B,232.0,1.0
1765557121278,NoteOff,Piano_B,0,0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765557170512,NoteOn,Piano_B,243.0,1.0
1765557170779,NoteOff,Piano_B,0,0
1765557171311,NoteOn,Piano_B,242.0,1.0
1765557172927,NoteOff,Piano_B,0,0
1765557177458,NoteOn,Piano_B,255.0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765557430191,NoteOn,Piano_B,251.0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765557660587,NoteOn,Piano_B,0.0,1.0
1765557660953,NoteOff,Piano_B,0,0
1765557661387,NoteOn,Piano_A,242.0,1.0
1765557661587,NoteOff,Piano_A,0,0
1765557662652,NoteOn,Piano_G,250.0,1.0
1765557662886,NoteOff,Piano_G,0,0
1765557663319,NoteOn,Piano_F,0.0,1.0
1765557663353,NoteOff,Piano_F,0,0
1765557664450,NoteOn,Piano_F,0.0,1.0
1765557664593,NoteOff,Piano_F,0,0
1765557664930,Hit,Boom,0,1.0
1765557665388,Hit,Boom,0,1.0
1765557666453,NoteOn,Piano_E,0.0,1.0
1765557666887,NoteOff,Piano_E,0,0
1765557717018,Hit,Tom,0,1.0
1765557718753,Hit,Boom,0,1.0
1765557719716,Hit,Kick,0,1.0
1765557719885,Hit,Kick,0,1.0
1765557720019,Hit,Kick,0,1.0
1765557720092,Hit,Boom,0,1.0
1765557720249,Hit,Tom,0,1.0
1765557721281,NoteOn,Piano_B,243.0,1.0
1765557730210,NoteOn,Piano_B,248.0,1.0
1765557733475,NoteOff,Piano_B,0,0
1765557746474,NoteOn,Piano_B,334.0,1.0
1765557747141,NoteOff,Piano_B,0,0
1765557748375,NoteOn,Piano_B,779.0,1.0
1765557749141,NoteOff,Piano_B,0,0
1765557750107,NoteOn,Piano_B,240.0,1.0
1765557751839,NoteOff,Piano_B,0,0
1765557752941,NoteOn,Piano_B,278.0,1.0
1765557752973,NoteOff,Piano_B,0,0
1765557753305,NoteOn,Piano_B,0.0,1.0
1765557753339,NoteOff,Piano_B,0,0
1765557754906,NoteOn,Piano_B,266.0,1.0
1765557755272,NoteOff,Piano_B,0,0
1765557755573,NoteOn,Piano_A,0.0,1.0
1765557755706,NoteOff,Piano_A,0,0
1765557756706,NoteOn,Piano_A,0.0,1.0
1765557756807,NoteOff,Piano_A,0,0
1765557757439,NoteOn,Piano_A,0.0,1.0
1765557758339,NoteOff,Piano_A,0,0
1765557759106,NoteOn,Piano_B,254.0,1.0
1765557761939,NoteOff,Piano_B,0,0
1765557763013,NoteOn,Piano_B,0.0,1.0
1765557763069,NoteOff,Piano_B,0,0
1765557765039,NoteOn,Piano_A,0.0,1.0
1765557766672,NoteOff,Piano_A,0,0
1765557768971,NoteOn,Piano_A,0.0,1.0
1765557772804,NoteOff,Piano_A,0,0
1765557773935,NoteOn,Piano_A,0.0,1.0
1765557773970,NoteOff,Piano_A,0,0
1765557775969,NoteOn,Piano_A,0.0,1.0
1765557776171,NoteOff,Piano_A,0,0
1765557779602,NoteOn,Piano_A,0.0,1.0
1765557779802,NoteOff,Piano_A,0,0
1765557784170,NoteOn,Piano_A,0.0,1.0
1765557784404,NoteOff,Piano_A,0,0
1765557787500,NoteOn,Piano_A,0.0,1.0
1765557788700,NoteOff,Piano_A,0,0
1765557788900,NoteOn,Piano_A,0.0,1.0
1765557789912,NoteOff,Piano_A,0,0
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765589635122,Hit,Tom,0,1.0
1765589635864,Hit,Tom,0,1.0
1765589636413,Hit,Kick,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765591191046,Hit,Tom,0,1.0
1765591191415,Hit,Tom,0,1.0
1765591192371,Hit,Tom,0,1.0
1765591192617,Hit,Tom,0,1.0
1765591192846,Hit,Tom,0,1.0
1765591205282,Hit,Boom,0,1.0
1765591205948,Hit,Boom,0,1.0
1765591206445,Hit,Boom,0,1.0
1765591208849,Hit,Kick,0,1.0
1765591209677,Hit,Boom,0,1.0
1765591210179,Hit,Boom,0,1.0
1765591211048,Hit,Boom,0,1.0
1765591211342,Hit,Boom,0,1.0
1765591211845,Hit,Boom,0,1.0
1765591212596,Hit,Kick,0,1.0
1765591214178,Hit,Kick,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765591545722,NoteOn,Piano_B,241.0,1.0
1765591545755,NoteOff,Piano_B,0,0
1765591552103,NoteOn,Piano_B,247.0,1.0
1765591552336,NoteOff,Piano_B,0,0
1765591575558,Hit,Tom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765596788624,Hit,Boom,0,1.0
1765596790214,Hit,Boom,0,1.0
1765596791214,Hit,Boom,0,1.0
1765596791548,Hit,Boom,0,1.0
1765596792414,Hit,Boom,0,1.0
1765596793280,Hit,Boom,0,1.0
1765596793547,Hit,Boom,0,1.0
1765596794678,Hit,Kick,0,1.0
1765596795109,Hit,Kick,0,1.0
1765596797708,Hit,Boom,0,1.0
1765596799533,Hit,Kick,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765602772580,NoteOn,Piano_B,0.0,1.0
1765602773314,NoteOff,Piano_B,0,0
1765602774013,NoteOn,Piano_A,0.0,1.0
1765602774614,NoteOff,Piano_A,0,0
1765602775112,NoteOn,Piano_G,0.0,1.0
1765602775579,NoteOff,Piano_G,0,0
1765602775746,NoteOn,Piano_F,0.0,1.0
1765602775879,NoteOff,Piano_F,0,0
1765602776178,NoteOn,Piano_F,467.0,1.0
1765602776211,NoteOff,Piano_F,0,0
1765602776447,NoteOn,Piano_E,409.0,1.0
1765602776845,NoteOff,Piano_E,0,0
1765602777119,Hit,Boom,0,1.0
1765602778486,Hit,Tom,0,1.0
1765602779228,Hit,Boom,0,1.0
1765602779428,Hit,Boom,0,1.0
1765602779689,Hit,Boom,0,1.0
1765602780192,Hit,Kick,0,1.0
1765602781249,Hit,Tom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765602881501,NoteOn,Piano_B,0.0,1.0
1765602881667,NoteOff,Piano_B,0,0
1765602882235,NoteOn,Piano_A,0.0,1.0
1765602882733,NoteOff,Piano_A,0,0
1765602882934,NoteOn,Piano_G,0.0,1.0
1765602883301,NoteOff,Piano_G,0,0
1765602883501,NoteOn,Piano_F,0.0,1.0
1765602883767,NoteOff,Piano_F,0,0
1765602884000,NoteOn,Piano_E,0.0,1.0
1765602884168,NoteOff,Piano_E,0,0
1765602884499,NoteOn,Piano_D,216.0,1.0
1765602884533,NoteOff,Piano_D,0,0
1765602884732,NoteOn,Piano_C,0.0,1.0
1765602884897,NoteOff,Piano_C,0,0
1765602885100,NoteOn,Piano_D,196.0,1.0
1765602885466,NoteOff,Piano_D,0,0
1765602885698,NoteOn,Piano_C,194.0,1.0
1765602886232,NoteOff,Piano_C,0,0
1765602888463,NoteOn,Piano_B,0.0,1.0
1765602888997,NoteOff,Piano_B,0,0
1765602889197,NoteOn,Piano_A,0.0,1.0
1765602889662,NoteOff,Piano_A,0,0
1765602889853,NoteOn,Piano_G,0.0,1.0
1765602890261,NoteOff,Piano_G,0,0
1765602890461,NoteOn,Piano_F,0.0,1.0
1765602890763,NoteOff,Piano_F,0,0
1765602891101,Hit,Tom,0,1.0
1765602891471,Hit,Tom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765603113499,NoteOn,Piano_B,274.0,1.0
1765603113633,NoteOff,Piano_B,0,0
1765603113933,NoteOn,Piano_B,271.0,1.0
1765603114033,NoteOff,Piano_B,0,0
1765603114367,NoteOn,Piano_B,305.0,1.0
1765603114433,NoteOff,Piano_B,0,0
1765603115170,Hit,Tom,0,1.0
1765603115770,Hit,Boom,0,1.0
1765603116407,Hit,Kick,0,1.0
1765603116738,Hit,Kick,0,1.0
1765603116902,Hit,Boom,0,1.0
1765603117036,Hit,Tom,0,1.0
1765603126033,Hit,Boom,0,1.0
1765603126863,Hit,Boom,0,1.0
1765603128129,Hit,Boom,0,1.0
1765603128366,Hit,Boom,0,1.0
1765603128725,Hit,Boom,0,1.0
1765603128991,Hit,Boom,0,1.0
1765603129592,Hit,Boom,0,1.0
1765603130525,Hit,Kick,0,1.0
1765603130658,Hit,Kick,0,1.0
1765603131888,Hit,Boom,0,1.0
1765603131992,Hit,Boom,0,1.0
1765603133191,Hit,Kick,0,1.0
1765603133490,Hit,Kick,0,1.0
1765603133757,Hit,Kick,0,1.0
1765603133999,Hit,Kick,0,1.0
1765603134326,Hit,Kick,0,1.0
1765603134635,Hit,Kick,0,1.0
1765603135158,Hit,Kick,0,1.0
1765603136489,Hit,Kick,0,1.0
1765603139590,Hit,Boom,0,1.0
1765603140554,Hit,Kick,0,1.0
1765603142020,Hit,Boom,0,1.0
1765603142923,Hit,Boom,0,1.0
1765603143423,Hit,Boom,0,1.0
1765603144055,Hit,Kick,0,1.0
1765603144724,Hit,Kick,0,1.0
1765603145685,Hit,Kick,0,1.0
1765603146820,Hit,Kick,0,1.0
1765603147590,Hit,Kick,0,1.0
1765603148255,Hit,Kick,0,1.0
1765603148820,Hit,Kick,0,1.0
1765603149920,Hit,Boom,0,1.0
1765603150351,Hit,Boom,0,1.0
1765603150856,Hit,Boom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765605352378,Hit,Tom,0,1.0
1765605364228,NoteOn,Piano_G,325.0,1.0
1765605364561,NoteOff,Piano_G,0,0
1765605367503,Hit,Boom,0,1.0
1765605369103,Hit,Boom,0,1.0
1765605369866,Hit,Boom,0,1.0
1765605370435,Hit,Boom,0,1.0
1765605370864,Hit,Boom,0,1.0
1765605371532,Hit,Boom,0,1.0
1765605372797,Hit,Boom,0,1.0
1765605373926,Hit,Boom,0,1.0
1765605374526,Hit,Kick,0,1.0
1765605375258,Hit,Kick,0,1.0
1765605375822,Hit,Kick,0,1.0
1765605376323,Hit,Kick,0,1.0
1765605376857,Hit,Kick,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765606178579,NoteOn,Piano_A,0.0,1.0
1765606179046,NoteOff,Piano_A,0,0
1765606179578,NoteOn,Piano_B,356.0,1.0
1765606179778,NoteOff,Piano_B,0,0
1765606180843,NoteOn,Piano_G,0.0,1.0
1765606181443,NoteOff,Piano_G,0,0
1765606181748,Hit,Tom,0,1.0
1765606182917,Hit,Boom,0,1.0
1765606184013,Hit,Kick,0,1.0
1765606184716,Hit,Boom,0,1.0
1765606197054,Hit,Boom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765607463402,Hit,Boom,0,1.0
1765607464068,Hit,Boom,0,1.0
1765607464667,Hit,Boom,0,1.0
1765607465171,Hit,Boom,0,1.0
1765607468227,Hit,Boom,0,1.0
1765607470464,Hit,Kick,0,1.0
1765607471730,Hit,Boom,0,1.0
1765607472397,Hit,Boom,0,1.0
1765607473099,Hit,Boom,0,1.0
1765607474403,Hit,Kick,0,1.0
1765607474963,Hit,Kick,0,1.0
1765607475195,Hit,Kick,0,1.0
1765607476067,Hit,Kick,0,1.0
1765607480961,Hit,Kick,0,1.0
1765607482920,Hit,Kick,0,1.0
1765607483721,Hit,Kick,0,1.0
1765607485092,Hit,Boom,0,1.0
1765607485757,Hit,Boom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765607537142,Hit,Boom,0,1.0
1765607537475,Hit,Boom,0,1.0
1765607539275,Hit,Boom,0,1.0
1765607540186,Hit,Boom,0,1.0
1765607541189,Hit,Kick,0,1.0
1765607541989,Hit,Kick,0,1.0
1765607542844,Hit,Kick,0,1.0
1765607544816,Hit,Boom,0,1.0
1765607545616,Hit,Boom,0,1.0
1765607546550,Hit,Kick,0,1.0
1765607547302,Hit,Kick,0,1.0
1765607548259,Hit,Kick,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765608097776,Hit,Tom,0,1.0
1765608111810,NoteOn,Piano_B,0.0,1.0
1765608112276,NoteOff,Piano_B,0,0
1765608112710,NoteOn,Piano_A,0.0,1.0
1765608112942,NoteOff,Piano_A,0,0
1765608113150,Hit,Tom,0,1.0
1765608113682,Hit,Boom,0,1.0
1765608114314,Hit,Kick,0,1.0
1765608114912,Hit,Boom,0,1.0
1765608115283,Hit,Tom,0,1.0
1765608115514,Hit,Tom,0,1.0
1765608115681,Hit,Tom,0,1.0
1765608115814,Hit,Boom,0,1.0
1765608115978,Hit,Kick,0,1.0
1765608116280,Hit,Boom,0,1.0
1765608116417,Hit,Tom,0,1.0
1765608117072,NoteOn,Piano_G,0.0,1.0
1765608117438,NoteOff,Piano_G,0,0
1765608117772,NoteOn,Piano_E,0.0,1.0
1765608117806,NoteOff,Piano_E,0,0
1765608118105,NoteOn,Piano_F,0.0,1.0
1765608118572,NoteOff,Piano_F,0,0
1765608125338,Hit,Boom,0,1.0
1765608125872,Hit,Boom,0,1.0
1765608126377,Hit,Boom,0,1.0
1765608126873,Hit,Boom,0,1.0
1765608129108,Hit,Boom,0,1.0
1765608129738,Hit,Boom,0,1.0
1765608130599,Hit,Kick,0,1.0
1765608131336,Hit,Kick,0,1.0
1765608131915,Hit,Kick,0,1.0
1765608132440,Hit,Kick,0,1.0
1765608134641,Hit,Boom,0,1.0
1765608135374,Hit,Boom,0,1.0
1765608135574,Hit,Boom,0,1.0
1765608136039,Hit,Kick,0,1.0
1765608136714,Hit,Kick,0,1.0
1765608137277,Hit,Kick,0,1.0
1765608137746,Hit,Kick,0,1.0
1765608139868,Hit,Boom,0,1.0
1765608140671,Hit,Boom,0,1.0
1765608141613,Hit,Kick,0,1.0
1765608141737,Hit,Kick,0,1.0
1765608142251,Hit,Kick,0,1.0
1765608143018,Hit,Kick,0,1.0
1765608145477,Hit,Kick,0,1.0
1765608146113,Hit,Kick,0,1.0
1765608146670,Hit,Boom,0,1.0
1765608147270,Hit,Boom,0,1.0
1765608147469,Hit,Boom,0,1.0
1765608147803,Hit,Boom,0,1.0
1765608148402,Hit,Boom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765608319699,Hit,Kick,0,1.0
1765608321069,Hit,Boom,0,1.0
1765608321632,Hit,Boom,0,1.0
1765608322236,Hit,Boom,0,1.0
1765608322432,Hit,Boom,0,1.0
1765608322805,Hit,Boom,0,1.0
1765608323832,Hit,Boom,0,1.0
1765608324870,Hit,Boom,0,1.0
1765608325365,Hit,Boom,0,1.0
1765608326739,Hit,Kick,0,1.0
1765608327165,Hit,Kick,0,1.0
1765608327832,Hit,Kick,0,1.0
1765608330432,Hit,Boom,0,1.0
1765608331098,Hit,Boom,0,1.0
1765608331800,Hit,Kick,0,1.0
1765608332335,Hit,Kick,0,1.0
1765608332999,Hit,Kick,0,1.0
1765608333668,Hit,Kick,0,1.0
1765608335532,Hit,Boom,0,1.0
1765608336301,Hit,Boom,0,1.0
1765608337109,Hit,Kick,0,1.0
1765608337730,Hit,Kick,0,1.0
1765608338330,Hit,Kick,0,1.0
1765608338899,Hit,Kick,0,1.0
1765608339797,Hit,Kick,0,1.0
1765608339997,Hit,Kick,0,1.0
1765608341033,Hit,Kick,0,1.0
1765608341765,Hit,Kick,0,1.0
1765608342464,Hit,Boom,0,1.0
1765608342965,Hit,Boom,0,1.0
1765608343501,Hit,Boom,0,1.0
1765608344032,Hit,Boom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765608775973,Hit,Boom,0,1.0
1765608776571,Hit,Boom,0,1.0
1765608777169,Hit,Boom,0,1.0
1765608778444,Hit,Kick,0,1.0
1765608778980,Hit,Kick,0,1.0
1765608779561,Hit,Kick,0,1.0
1765608781769,Hit,Boom,0,1.0
1765608782409,Hit,Boom,0,1.0
1765608783299,Hit,Kick,0,1.0
1765608783850,Hit,Kick,0,1.0
1765608784356,Hit,Kick,0,1.0
1765608784889,Hit,Kick,0,1.0
1765608785624,Hit,Kick,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765609310548,Hit,Boom,0,1.0
1765609312804,Hit,Boom,0,1.0
1765609313204,Hit,Boom,0,1.0
1765609313403,Hit,Boom,0,1.0
1765609313936,Hit,Boom,0,1.0
1765609314671,Hit,Kick,0,1.0
1765609315269,Hit,Kick,0,1.0
1765609315761,Hit,Kick,0,1.0
1765609316270,Hit,Kick,0,1.0
1765609319070,Hit,Boom,0,1.0
1765609319572,Hit,Boom,0,1.0
1765609320142,Hit,Kick,0,1.0
1765609320705,Hit,Kick,0,1.0
1765609321237,Hit,Kick,0,1.0
1765609321704,Hit,Kick,0,1.0
1765609324036,Hit,Boom,0,1.0
1765609324502,Hit,Boom,0,1.0
1765609325302,Hit,Kick,0,1.0
1765609325866,Hit,Kick,0,1.0
1765609326465,Hit,Kick,0,1.0
1765609327035,Hit,Kick,0,1.0
1765609327835,Hit,Kick,0,1.0
1765609328769,Hit,Boom,0,1.0
1765609329466,Hit,Kick,0,1.0
1765609330133,Hit,Kick,0,1.0
1765609331065,Hit,Boom,0,1.0
1765609331568,Hit,Boom,0,1.0
1765609332131,Hit,Boom,0,1.0
1765609332568,Hit,Boom,0,1.0
1765609339835,Hit,Tom,0,1.0
1765609340529,Hit,Boom,0,1.0
1765609340997,Hit,Tom,0,1.0
1765609341432,Hit,Tom,0,1.0
1765609341702,Hit,Kick,0,1.0
1765609342063,Hit,Boom,0,1.0
1765609342301,Hit,Tom,0,1.0
1765609342634,Hit,Tom,0,1.0
1765609343891,NoteOn,Piano_E,475.0,1.0
1765609344024,NoteOff,Piano_E,0,0
1765609344392,NoteOn,Piano_F,0.0,1.0
1765609344759,NoteOff,Piano_F,0,0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765609458836,Hit,Tom,0,1.0
1765609459568,Hit,Tom,0,1.0
1765609460233,Hit,Boom,0,1.0
1765609460939,Hit,Kick,0,1.0
1765609461502,Hit,Boom,0,1.0
1765609461767,Hit,Tom,0,1.0
1765609462100,Hit,Tom,0,1.0
1765609465302,Hit,Tom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765609564360,Hit,Tom,0,1.0
1765609564790,Hit,Tom,0,1.0
1765609565325,Hit,Boom,0,1.0
1765609565961,Hit,Kick,0,1.0
1765609566362,Hit,Boom,0,1.0
1765609566858,Hit,Kick,0,1.0
1765609567298,Hit,Boom,0,1.0
1765609567527,Hit,Tom,0,1.0
1765609568719,NoteOn,Piano_B,0.0,1.0
1765609569119,NoteOff,Piano_B,0,0
1765609569319,NoteOn,Piano_A,0.0,1.0
1765609569718,NoteOff,Piano_A,0,0
1765609570053,NoteOn,Piano_F,226.0,1.0
1765609570153,NoteOff,Piano_F,0,0
1765609570553,NoteOn,Piano_C,256.0,1.0
1765609570986,NoteOff,Piano_C,0,0
1765609571185,NoteOn,Piano_D,235.0,1.0
1765609571751,NoteOff,Piano_D,0,0
1765609572193,Hit,Boom,0,1.0
1765609572985,NoteOn,Piano_F,0.0,1.0
1765609573185,NoteOff,Piano_F,0,0
1765609573558,Hit,Tom,0,1.0
1765609574323,Hit,Kick,0,1.0
1765609574426,Hit,Kick,0,1.0
1765609575585,NoteOn,Piano_F,0.0,1.0
1765609576019,NoteOff,Piano_F,0,0
1765609576218,NoteOn,Piano_G,0.0,1.0
1765609576586,NoteOff,Piano_G,0,0
1765609576750,NoteOn,Piano_A,0.0,1.0
1765609576918,NoteOff,Piano_A,0,0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765609685113,Hit,Boom,0,1.0
1765609685645,Hit,Boom,0,1.0
1765609686151,Hit,Boom,0,1.0
1765609688512,Hit,Boom,0,1.0
1765609689147,Hit,Boom,0,1.0
1765609689682,Hit,Boom,0,1.0
1765609689816,Hit,Boom,0,1.0
1765609690080,Hit,Kick,0,1.0
1765609690778,Hit,Kick,0,1.0
1765609691311,Hit,Kick,0,1.0
1765609692282,Hit,Kick,0,1.0
1765609692615,Hit,Kick,0,1.0
1765609694111,Hit,Boom,0,1.0
1765609694682,Hit,Boom,0,1.0
1765609695511,Hit,Kick,0,1.0
1765609695747,Hit,Kick,0,1.0
1765609696149,Hit,Kick,0,1.0
1765609696746,Hit,Kick,0,1.0
1765609697243,Hit,Kick,0,1.0
1765609699277,Hit,Boom,0,1.0
1765609699980,Hit,Boom,0,1.0
1765609700514,Hit,Boom,0,1.0
1765609701247,Hit,Kick,0,1.0
1765609701513,Hit,Kick,0,1.0
1765609702010,Hit,Kick,0,1.0
1765609702648,Hit,Kick,0,1.0
1765609705048,Hit,Kick,0,1.0
1765609705542,Hit,Kick,0,1.0
1765609706245,Hit,Boom,0,1.0
1765609706513,Hit,Boom,0,1.0
1765609706743,Hit,Boom,0,1.0
1765609707343,Hit,Boom,0,1.0
1765609707942,Hit,Boom,0,1.0
Timestamp,Event,Instrument,Hit_Depth,Confidence
1765609738514,Hit,Boom,0,1.0
1765609739147,Hit,Boom,0,1.0
1765609739280,Hit,Boom,0,1.0
1765609739744,Hit,Boom,0,1.0
1765609741675,Hit,Boom,0,1.0
1765609742373,Hit,Boom,0,1.0
1765609743104,Hit,Kick,0,1.0
1765609743341,Hit,Kick,0,1.0
1765609743706,Hit,Kick,0,1.0
1765609744304,Hit,Kick,0,1.0
1765609744907,Hit,Kick,0,1.0
